timestamp,person_id,access_type,confidence,is_normal,role,device_id
2026-02-05T13:57:47.514431,resident_3,entry,0.9724,yes,resident,door_001
2026-02-05T14:10:47.514431,resident_3,exit,0.9631,yes,resident,door_001
2026-02-05T14:33:47.514431,resident_1,entry,0.907,yes,resident,door_001
2026-02-06T03:45:47.514647,resident_3,entry,0.9845,yes,resident,door_001
2026-02-06T03:52:47.514647,resident_1,entry,0.9031,yes,resident,door_001
2026-02-06T04:19:47.514647,resident_2,entry,0.953,yes,resident,door_001
2026-02-06T07:08:47.514647,caregiver_2,entry,0.942,yes,caregiver,door_001
2026-02-06T07:56:47.514647,caregiver_2,exit,0.9232,yes,caregiver,door_001
2026-02-06T09:41:47.514647,resident_1,exit,0.9598,yes,resident,door_001
2026-02-06T11:49:47.514647,caregiver_1,entry,0.9818,yes,caregiver,door_001
2026-02-06T12:37:47.514647,caregiver_1,exit,0.8845,yes,caregiver,door_001
2026-02-06T14:00:47.514647,resident_1,entry,0.9092,yes,resident,door_001
2026-02-06T14:46:47.514647,resident_3,exit,0.9333,yes,resident,door_001
2026-02-06T15:45:47.514647,resident_2,exit,0.857,yes,resident,door_001
2026-02-06T16:51:47.514647,resident_1,exit,0.8766,yes,resident,door_001
2026-02-07T04:16:47.514876,resident_3,entry,0.8798,yes,resident,door_001
2026-02-07T04:24:47.514876,resident_1,entry,0.9503,yes,resident,door_001
2026-02-07T05:41:47.514876,resident_2,entry,0.9553,yes,resident,door_001
2026-02-07T07:38:47.514876,caregiver_2,entry,0.8688,yes,caregiver,door_001
2026-02-07T08:11:47.514876,caregiver_2,exit,0.9746,yes,caregiver,door_001
2026-02-07T11:00:47.514876,caregiver_1,entry,0.8721,yes,caregiver,door_001
2026-02-07T11:56:47.514876,caregiver_1,exit,0.9261,yes,caregiver,door_001
2026-02-07T13:42:47.514876,caregiver_2,entry,0.9435,yes,caregiver,door_001
2026-02-07T14:29:47.514876,caregiver_2,exit,0.8919,yes,caregiver,door_001
2026-02-07T16:38:47.514876,resident_3,exit,0.8596,yes,resident,door_001
2026-02-07T16:50:47.514876,resident_1,exit,0.944,yes,resident,door_001
2026-02-07T17:21:47.514876,resident_2,exit,0.9898,yes,resident,door_001
2026-02-08T03:59:47.515098,resident_1,entry,0.8894,yes,resident,door_001
2026-02-08T04:58:47.515098,resident_2,entry,0.9767,yes,resident,door_001
2026-02-08T05:17:47.515098,resident_3,entry,0.9488,yes,resident,door_001
2026-02-08T06:39:47.515098,caregiver_1,entry,0.9001,yes,caregiver,door_001
2026-02-08T06:46:47.515098,resident_3,exit,0.9823,yes,resident,door_001
2026-02-08T07:22:47.515098,resident_2,exit,0.9093,yes,resident,door_001
2026-02-08T07:30:47.515098,caregiver_1,exit,0.8849,yes,caregiver,door_001
2026-02-08T07:44:47.515098,caregiver_1,entry,0.8932,yes,caregiver,door_001
2026-02-08T08:42:47.515098,caregiver_1,exit,0.9806,yes,caregiver,door_001
2026-02-08T11:31:47.515098,caregiver_2,entry,0.9284,yes,caregiver,door_001
2026-02-08T12:16:47.515098,resident_3,entry,0.855,yes,resident,door_001
2026-02-08T12:28:47.515098,caregiver_2,exit,0.9069,yes,caregiver,door_001
2026-02-08T12:44:47.515098,resident_2,entry,0.8505,yes,resident,door_001
2026-02-08T15:22:47.515098,resident_2,exit,0.9872,yes,resident,door_001
2026-02-08T15:55:47.515098,resident_1,exit,0.9462,yes,resident,door_001
2026-02-08T16:19:47.515098,resident_3,exit,0.9274,yes,resident,door_001
2026-02-09T03:56:47.515320,resident_3,entry,0.8533,yes,resident,door_001
2026-02-09T03:59:47.515320,resident_2,entry,0.8723,yes,resident,door_001
2026-02-09T04:41:47.515320,resident_1,entry,0.9802,yes,resident,door_001
2026-02-09T08:19:47.515320,caregiver_2,entry,0.9848,yes,caregiver,door_001
2026-02-09T08:38:47.515320,resident_1,exit,0.9077,yes,resident,door_001
2026-02-09T08:57:47.515320,caregiver_2,exit,0.8554,yes,caregiver,door_001
2026-02-09T10:37:47.515320,resident_2,exit,0.8554,yes,resident,door_001
2026-02-09T11:23:47.515320,caregiver_1,entry,0.9213,yes,caregiver,door_001
2026-02-09T12:04:47.515320,caregiver_2,entry,0.952,yes,caregiver,door_001
2026-02-09T12:14:47.515320,caregiver_1,exit,0.9874,yes,caregiver,door_001
2026-02-09T12:29:47.515320,resident_1,entry,0.9794,yes,resident,door_001
2026-02-09T12:44:47.515320,caregiver_2,exit,0.9111,yes,caregiver,door_001
2026-02-09T13:56:47.515320,resident_2,entry,0.8779,yes,resident,door_001
2026-02-09T14:03:47.515320,caregiver_1,entry,0.9815,yes,caregiver,door_001
2026-02-09T14:36:47.515320,caregiver_1,exit,0.9728,yes,caregiver,door_001
2026-02-09T15:59:47.515320,resident_3,exit,0.971,yes,resident,door_001
2026-02-09T17:04:47.515320,resident_2,exit,0.8927,yes,resident,door_001
2026-02-09T17:33:47.515320,resident_1,exit,0.9438,yes,resident,door_001
2026-02-10T04:05:47.515537,resident_2,entry,0.9104,yes,resident,door_001
2026-02-10T04:06:47.515537,resident_1,entry,0.9759,yes,resident,door_001
2026-02-10T05:17:47.515537,resident_3,entry,0.8678,yes,resident,door_001
2026-02-10T08:24:47.515537,caregiver_2,entry,0.8619,yes,caregiver,door_001
2026-02-10T09:10:47.515537,caregiver_2,exit,0.9429,yes,caregiver,door_001
2026-02-10T09:21:47.515537,resident_2,exit,0.8939,yes,resident,door_001
2026-02-10T09:55:47.515537,caregiver_1,entry,0.9102,yes,caregiver,door_001
2026-02-10T10:25:47.515537,resident_3,exit,0.9547,yes,resident,door_001
2026-02-10T10:43:47.515537,caregiver_1,exit,0.9349,yes,caregiver,door_001
2026-02-10T10:47:47.515537,caregiver_2,entry,0.9646,yes,caregiver,door_001
2026-02-10T11:11:47.515537,caregiver_1,entry,0.9119,yes,caregiver,door_001
2026-02-10T11:28:47.515537,resident_2,entry,0.976,yes,resident,door_001
2026-02-10T11:41:47.515537,caregiver_2,exit,0.8829,yes,caregiver,door_001
2026-02-10T12:02:47.515537,caregiver_1,exit,0.8799,yes,caregiver,door_001
2026-02-10T12:21:47.515537,resident_3,entry,0.9297,yes,resident,door_001
2026-02-10T14:27:47.515537,resident_1,exit,0.911,yes,resident,door_001
2026-02-10T16:24:47.515537,resident_2,exit,0.9072,yes,resident,door_001
2026-02-10T17:17:47.515537,resident_3,exit,0.9667,yes,resident,door_001
2026-02-11T03:39:47.515753,resident_2,entry,0.7757,no,resident,door_001
2026-02-11T03:51:47.515753,resident_1,entry,0.8534,yes,resident,door_001
2026-02-11T03:51:47.515753,resident_3,entry,0.8824,yes,resident,door_001
2026-02-11T06:04:47.515753,caregiver_1,entry,0.8918,yes,caregiver,door_001
2026-02-11T06:36:47.515753,caregiver_1,entry,0.9733,yes,caregiver,door_001
2026-02-11T06:46:47.515753,caregiver_1,exit,0.9695,yes,caregiver,door_001
2026-02-11T07:24:47.515753,caregiver_1,exit,0.9033,yes,caregiver,door_001
2026-02-11T07:46:47.515753,resident_3,exit,0.9081,yes,resident,door_001
2026-02-11T09:13:47.515753,caregiver_2,entry,0.8807,yes,caregiver,door_001
2026-02-11T09:53:47.515753,resident_2,exit,0.5646,no,resident,door_001
2026-02-11T09:56:47.515753,caregiver_2,exit,0.918,yes,caregiver,door_001
2026-02-11T09:59:47.515753,resident_2,exit,0.6427,no,resident,door_001
2026-02-11T10:40:47.515753,resident_2,entry,0.6824,no,resident,door_001
2026-02-11T11:10:47.515753,resident_2,entry,0.7569,no,resident,door_001
2026-02-11T11:31:47.515753,resident_2,exit,0.7318,no,resident,door_001
2026-02-11T13:16:47.515753,resident_3,entry,0.9152,yes,resident,door_001
2026-02-11T13:55:47.515753,resident_3,exit,0.9666,yes,resident,door_001
2026-02-11T14:29:47.515753,caregiver_2,entry,0.9528,yes,caregiver,door_001
2026-02-11T15:13:47.515753,resident_2,exit,0.6208,no,resident,door_001
2026-02-11T15:24:47.515753,caregiver_2,exit,0.9345,yes,caregiver,door_001
2026-02-11T17:21:47.515753,resident_1,exit,0.969,yes,resident,door_001
2026-02-11T17:21:47.515753,resident_2,exit,0.7909,no,resident,door_001
2026-02-11T17:24:47.515753,resident_2,exit,0.8255,no,resident,door_001
2026-02-11T17:39:47.515753,resident_2,entry,0.7657,no,resident,door_001
2026-02-11T18:10:47.515753,resident_2,exit,0.768,no,resident,door_001
2026-02-12T03:58:47.515996,resident_2,exit,0.6449,no,resident,door_001
2026-02-12T04:04:47.515996,resident_2,entry,0.7385,no,resident,door_001
2026-02-12T04:30:47.515996,resident_2,entry,0.8254,no,resident,door_001
2026-02-12T04:48:47.515996,resident_3,entry,0.931,yes,resident,door_001
2026-02-12T05:12:47.515996,resident_2,entry,0.7672,no,resident,door_001
2026-02-12T05:28:47.515996,resident_1,entry,0.8731,yes,resident,door_001
2026-02-12T06:04:47.515996,caregiver_2,entry,0.9246,yes,caregiver,door_001
2026-02-12T06:55:47.515996,caregiver_2,exit,0.9019,yes,caregiver,door_001
2026-02-12T07:26:47.515996,caregiver_1,entry,0.9581,yes,caregiver,door_001
2026-02-12T08:20:47.515996,resident_2,entry,0.7756,no,resident,door_001
2026-02-12T08:21:47.515996,resident_1,exit,0.9248,yes,resident,door_001
2026-02-12T08:23:47.515996,caregiver_1,exit,0.9458,yes,caregiver,door_001
2026-02-12T09:11:47.515996,resident_2,exit,0.7724,no,resident,door_001
2026-02-12T09:35:47.515996,resident_2,entry,0.7302,no,resident,door_001
2026-02-12T09:50:47.515996,resident_2,exit,0.7441,no,resident,door_001
2026-02-12T11:25:47.515996,resident_3,exit,0.9771,yes,resident,door_001
2026-02-12T13:47:47.515996,resident_1,exit,0.94,yes,resident,door_001
2026-02-12T14:07:47.515996,resident_3,entry,0.9818,yes,resident,door_001
2026-02-12T14:19:47.515996,resident_1,entry,0.929,yes,resident,door_001
2026-02-12T14:46:47.515996,resident_3,exit,0.9329,yes,resident,door_001
2026-02-12T14:59:47.515996,resident_2,exit,0.6232,no,resident,door_001
2026-02-12T17:02:47.515996,resident_2,exit,0.7708,no,resident,door_001
2026-02-13T04:42:47.516231,resident_1,entry,0.9689,yes,resident,door_001
2026-02-13T05:03:47.516231,resident_3,entry,0.854,yes,resident,door_001
2026-02-13T05:11:47.516231,resident_2,entry,0.911,yes,resident,door_001
2026-02-13T06:57:47.516231,caregiver_1,entry,0.9508,yes,caregiver,door_001
2026-02-13T07:09:47.516231,resident_1,exit,0.9845,yes,resident,door_001
2026-02-13T07:42:47.516231,caregiver_1,exit,0.9277,yes,caregiver,door_001
2026-02-13T08:13:47.516231,resident_3,exit,0.8797,yes,resident,door_001
2026-02-13T09:02:47.516231,resident_2,exit,0.9692,yes,resident,door_001
2026-02-13T10:59:47.516231,resident_2,entry,0.9734,yes,resident,door_001
2026-02-13T13:03:47.516231,resident_3,entry,0.8892,yes,resident,door_001
2026-02-13T13:23:47.516231,caregiver_2,entry,0.9497,yes,caregiver,door_001
2026-02-13T14:07:47.516231,caregiver_2,exit,0.961,yes,caregiver,door_001
2026-02-13T14:27:47.516231,resident_1,entry,0.8714,yes,resident,door_001
2026-02-13T15:28:47.516231,resident_1,exit,0.923,yes,resident,door_001
2026-02-13T15:30:47.516231,resident_2,exit,0.9151,yes,resident,door_001
2026-02-13T16:17:47.516231,resident_3,exit,0.8514,yes,resident,door_001
2026-02-14T03:54:47.516447,resident_3,entry,0.8803,yes,resident,door_001
2026-02-14T04:07:47.516447,resident_1,entry,0.7506,no,resident,door_001
2026-02-14T05:12:47.516447,resident_2,entry,0.9275,yes,resident,door_001
2026-02-14T06:17:47.516447,caregiver_1,entry,0.8909,yes,caregiver,door_001
2026-02-14T06:27:47.516447,caregiver_1,entry,0.9248,yes,caregiver,door_001
2026-02-14T07:05:47.516447,caregiver_1,exit,0.8564,yes,caregiver,door_001
2026-02-14T07:17:47.516447,caregiver_1,exit,0.8677,yes,caregiver,door_001
2026-02-14T07:37:47.516447,caregiver_2,entry,0.8517,yes,caregiver,door_001
2026-02-14T08:16:47.516447,caregiver_2,exit,0.9157,yes,caregiver,door_001
2026-02-14T11:03:47.516447,resident_2,exit,0.8993,yes,resident,door_001
2026-02-14T11:30:47.516447,resident_3,exit,0.9234,yes,resident,door_001
2026-02-14T12:48:47.516447,resident_3,entry,0.9666,yes,resident,door_001
2026-02-14T13:03:47.516447,caregiver_2,entry,0.8758,yes,caregiver,door_001
2026-02-14T13:34:47.516447,caregiver_2,exit,0.8853,yes,caregiver,door_001
2026-02-14T13:59:47.516447,resident_2,entry,0.8929,yes,resident,door_001
2026-02-14T14:49:47.516447,resident_2,exit,0.951,yes,resident,door_001
2026-02-14T15:56:47.516447,resident_3,exit,0.9005,yes,resident,door_001
2026-02-15T04:21:47.516663,resident_2,entry,0.8248,no,resident,door_001
2026-02-15T04:32:47.516663,resident_3,entry,0.6392,no,resident,door_001
2026-02-15T04:34:47.516663,resident_1,entry,0.8591,yes,resident,door_001
2026-02-15T04:52:47.516663,resident_2,entry,0.6004,no,resident,door_001
2026-02-15T04:52:47.516663,resident_2,entry,0.6685,no,resident,door_001
2026-02-15T07:40:47.516663,resident_2,exit,0.7897,no,resident,door_001
2026-02-15T09:09:47.516663,resident_2,entry,0.7079,no,resident,door_001
2026-02-15T09:22:47.516663,resident_2,entry,0.6267,no,resident,door_001
2026-02-15T10:14:47.516663,caregiver_1,entry,0.9256,yes,caregiver,door_001
2026-02-15T10:41:47.516663,resident_2,exit,0.7785,no,resident,door_001
2026-02-15T10:58:47.516663,caregiver_1,exit,0.8613,yes,caregiver,door_001
2026-02-15T11:22:47.516663,resident_1,exit,0.9461,yes,resident,door_001
2026-02-15T11:51:47.516663,resident_1,entry,0.9636,yes,resident,door_001
2026-02-15T12:26:47.516663,resident_2,exit,0.5706,no,resident,door_001
2026-02-15T12:29:47.516663,caregiver_2,entry,0.8951,yes,caregiver,door_001
2026-02-15T12:37:47.516663,resident_2,exit,0.6386,no,resident,door_001
2026-02-15T12:49:47.516663,caregiver_1,entry,0.9156,yes,caregiver,door_001
2026-02-15T13:07:47.516663,caregiver_2,exit,0.8536,yes,caregiver,door_001
2026-02-15T13:28:47.516663,caregiver_1,exit,0.948,yes,caregiver,door_001
2026-02-15T15:47:47.516663,resident_1,exit,0.9891,yes,resident,door_001
2026-02-15T18:00:47.516663,resident_2,entry,0.6171,no,resident,door_001
2026-02-15T19:06:47.516663,resident_2,exit,0.8135,no,resident,door_001
2026-02-16T04:30:47.516899,resident_1,entry,0.9441,yes,resident,door_001
2026-02-16T05:08:47.516899,resident_3,entry,0.9471,yes,resident,door_001
2026-02-16T05:40:47.516899,resident_2,entry,0.8889,yes,resident,door_001
2026-02-16T10:22:47.516899,resident_2,exit,0.964,yes,resident,door_001
2026-02-16T11:12:47.516899,resident_2,entry,0.8987,yes,resident,door_001
2026-02-16T12:47:47.516899,caregiver_1,entry,0.894,yes,caregiver,door_001
2026-02-16T13:08:47.516899,caregiver_2,entry,0.8576,yes,caregiver,door_001
2026-02-16T13:27:47.516899,caregiver_1,exit,0.8662,yes,caregiver,door_001
2026-02-16T13:54:47.516899,caregiver_2,exit,0.9006,yes,caregiver,door_001
2026-02-16T14:30:47.516899,resident_1,exit,0.9559,yes,resident,door_001
2026-02-16T14:34:47.516899,caregiver_2,entry,0.9883,yes,caregiver,door_001
2026-02-16T15:25:47.516899,caregiver_2,exit,0.9717,yes,caregiver,door_001
2026-02-16T16:02:47.516899,resident_2,exit,0.9438,yes,resident,door_001
2026-02-16T17:34:47.516899,resident_3,exit,0.9565,yes,resident,door_001
2026-02-17T04:23:47.517107,resident_3,entry,0.9665,yes,resident,door_001
2026-02-17T04:49:47.517107,resident_2,entry,0.854,yes,resident,door_001
2026-02-17T05:30:47.517107,resident_1,entry,0.8572,yes,resident,door_001
2026-02-17T06:59:47.517107,caregiver_2,entry,0.9582,yes,caregiver,door_001
2026-02-17T07:56:47.517107,caregiver_2,exit,0.9081,yes,caregiver,door_001
2026-02-17T08:27:47.517107,resident_2,exit,0.8722,yes,resident,door_001
2026-02-17T09:14:47.517107,resident_3,exit,0.9488,yes,resident,door_001
2026-02-17T11:17:47.517107,resident_2,entry,0.9071,yes,resident,door_001
2026-02-17T11:54:47.517107,caregiver_1,entry,0.9791,yes,caregiver,door_001
2026-02-17T12:40:47.517107,caregiver_1,exit,0.9545,yes,caregiver,door_001
2026-02-17T14:35:47.517107,resident_3,entry,0.9175,yes,resident,door_001
2026-02-17T15:35:47.517107,resident_2,exit,0.9778,yes,resident,door_001
2026-02-17T15:41:47.517107,resident_1,exit,0.8903,yes,resident,door_001
2026-02-17T16:57:47.517107,resident_3,exit,0.914,yes,resident,door_001
2026-02-18T04:13:47.517315,resident_3,entry,0.9851,yes,resident,door_001
2026-02-18T05:11:47.517315,resident_2,entry,0.9806,yes,resident,door_001
2026-02-18T05:34:47.517315,resident_1,entry,0.8504,yes,resident,door_001
2026-02-18T07:15:47.517315,caregiver_1,entry,0.9775,yes,caregiver,door_001
2026-02-18T07:45:47.517315,caregiver_1,exit,0.9511,yes,caregiver,door_001
2026-02-18T08:18:47.517315,resident_2,exit,0.9036,yes,resident,door_001
2026-02-18T11:19:47.517315,resident_1,exit,0.9898,yes,resident,door_001
2026-02-18T11:21:47.517315,caregiver_2,entry,0.947,yes,caregiver,door_001
2026-02-18T11:36:47.517315,caregiver_2,entry,0.9444,yes,caregiver,door_001
2026-02-18T12:11:47.517315,caregiver_2,exit,0.8612,yes,caregiver,door_001
2026-02-18T12:23:47.517315,caregiver_2,exit,0.9032,yes,caregiver,door_001
2026-02-18T12:37:47.517315,caregiver_1,entry,0.9417,yes,caregiver,door_001
2026-02-18T13:11:47.517315,caregiver_1,exit,0.8605,yes,caregiver,door_001
2026-02-18T13:44:47.517315,resident_2,entry,0.8945,yes,resident,door_001
2026-02-18T14:37:47.517315,resident_1,entry,0.8708,yes,resident,door_001
2026-02-18T16:37:47.517315,resident_3,exit,0.8641,yes,resident,door_001
2026-02-18T17:04:47.517315,resident_1,exit,0.8965,yes,resident,door_001
2026-02-18T17:27:47.517315,resident_2,exit,0.9779,yes,resident,door_001
2026-02-19T01:09:47.517532,resident_3,entry,0.6208,no,resident,door_001
2026-02-19T04:10:47.517532,resident_2,entry,0.8733,yes,resident,door_001
2026-02-19T05:37:47.517532,resident_1,entry,0.9257,yes,resident,door_001
2026-02-19T07:52:47.517532,caregiver_1,entry,0.8745,yes,caregiver,door_001
2026-02-19T08:22:47.517532,resident_1,exit,0.9458,yes,resident,door_001
2026-02-19T08:41:47.517532,caregiver_1,exit,0.9719,yes,caregiver,door_001
2026-02-19T09:13:47.517532,caregiver_1,entry,0.9778,yes,caregiver,door_001
2026-02-19T09:47:47.517532,caregiver_1,exit,0.8825,yes,caregiver,door_001
2026-02-19T10:25:47.517532,caregiver_2,entry,0.9265,yes,caregiver,door_001
2026-02-19T10:57:47.517532,caregiver_2,exit,0.9118,yes,caregiver,door_001
2026-02-19T12:56:47.517532,resident_1,entry,0.9545,yes,resident,door_001
2026-02-19T12:58:47.517532,caregiver_2,entry,0.9434,yes,caregiver,door_001
2026-02-19T13:44:47.517532,resident_2,exit,0.8954,yes,resident,door_001
2026-02-19T13:56:47.517532,caregiver_2,exit,0.9626,yes,caregiver,door_001
2026-02-19T16:48:47.517532,resident_1,exit,0.9565,yes,resident,door_001
2026-02-20T04:20:47.517743,resident_3,entry,0.9623,yes,resident,door_001
2026-02-20T04:43:47.517743,resident_2,entry,0.9869,yes,resident,door_001
2026-02-20T05:22:47.517743,resident_1,entry,0.9847,yes,resident,door_001
2026-02-20T06:19:47.517743,caregiver_2,entry,0.9011,yes,caregiver,door_001
2026-02-20T06:53:47.517743,caregiver_2,exit,0.8626,yes,caregiver,door_001
2026-02-20T07:39:47.517743,caregiver_1,entry,0.9378,yes,caregiver,door_001
2026-02-20T08:10:47.517743,caregiver_1,exit,0.8933,yes,caregiver,door_001
2026-02-20T08:42:47.517743,resident_2,exit,0.9292,yes,resident,door_001
2026-02-20T10:02:47.517743,caregiver_2,entry,0.9546,yes,caregiver,door_001
2026-02-20T10:36:47.517743,resident_1,exit,0.8923,yes,resident,door_001
2026-02-20T10:37:47.517743,caregiver_2,exit,0.8781,yes,caregiver,door_001
2026-02-20T11:40:47.517743,resident_2,entry,0.9349,yes,resident,door_001
2026-02-20T14:36:47.517743,resident_1,entry,0.9176,yes,resident,door_001
2026-02-20T15:06:47.517743,resident_1,exit,0.9301,yes,resident,door_001
2026-02-20T15:21:47.517743,resident_3,exit,0.8851,yes,resident,door_001
2026-02-20T17:35:47.517743,resident_2,exit,0.9766,yes,resident,door_001
2026-02-21T04:42:47.517954,resident_3,entry,0.887,yes,resident,door_001
2026-02-21T05:15:47.517954,resident_1,entry,0.9203,yes,resident,door_001
2026-02-21T05:29:47.517954,resident_2,entry,0.9719,yes,resident,door_001
2026-02-21T09:12:47.517954,caregiver_1,entry,0.8535,yes,caregiver,door_001
2026-02-21T09:23:47.517954,caregiver_2,entry,0.8589,yes,caregiver,door_001
2026-02-21T09:46:47.517954,resident_2,exit,0.8697,yes,resident,door_001
2026-02-21T10:10:47.517954,caregiver_1,exit,0.982,yes,caregiver,door_001
2026-02-21T10:19:47.517954,caregiver_2,exit,0.915,yes,caregiver,door_001
2026-02-21T10:23:47.517954,caregiver_2,entry,0.9072,yes,caregiver,door_001
2026-02-21T10:57:47.517954,caregiver_2,exit,0.8563,yes,caregiver,door_001
2026-02-21T12:34:47.517954,caregiver_1,entry,0.9394,yes,caregiver,door_001
2026-02-21T12:37:47.517954,resident_2,entry,0.9447,yes,resident,door_001
2026-02-21T13:15:47.517954,caregiver_1,exit,0.8652,yes,caregiver,door_001
2026-02-21T14:58:47.517954,resident_1,exit,0.978,yes,resident,door_001
2026-02-21T16:25:47.517954,resident_3,exit,0.9549,yes,resident,door_001
2026-02-21T17:36:47.517954,resident_2,exit,0.9626,yes,resident,door_001
2026-02-22T03:45:47.518169,resident_2,entry,0.9602,yes,resident,door_001
2026-02-22T05:57:47.518169,resident_1,entry,0.6627,no,resident,door_001
